flight_number,origin,destination,scheduled_departure,scheduled_arrival,inbound_flight_number,inbound_origin,inbound_status,inbound_estimated_arrival,aircraft_latitude,aircraft_longitude,turnaround_time_minutes,gate_status,delay_reason,weather_status,crew_status,passenger_load_factor,estimated_boarding_start,estimated_ready_time
AC841,YVR,YOW,2025-03-15 20:24,2025-03-16 01:24,AC935,YEG,On Time,2025-03-15 19:45,52.9553,-114.5568,37,Open,None,Clear,Ready,0.84,2025-03-15 19:45,2025-03-15 20:31
AC697,YUL,YQB,2025-03-15 07:09,2025-03-15 08:41,AC222,YYJ,On Time,2025-03-15 06:37,47.8904,-108.5935,42,Assigned,None,Rain,Ready,0.73,2025-03-15 06:42,2025-03-15 07:27
AC194,YWG,YOW,2025-03-15 10:03,2025-03-15 15:03,AC884,YYC,Delayed,2025-03-15 10:32,51.1722,-112.2608,82,Maintenance,Crew,Heavy Snow,Delayed,1.0,2025-03-15 11:38,2025-03-15 12:24
AC313,YVR,YHZ,2025-03-15 19:39,2025-03-16 00:39,AC626,YQB,Landed,2025-03-15 19:07,49.2384,-123.1929,42,Open,None,Rain,Ready,0.83,2025-03-15 19:13,2025-03-15 20:00
AC898,YYJ,YOW,2025-03-15 06:10,2025-03-15 11:10,AC292,YEG,Cancelled,2025-03-15 06:00,53.3097,-113.5827,89,Occupied,Weather,Blizzard,Rest Period,0.98,2025-03-15 06:57,2025-03-15 07:40
AC373,YWG,YUL,2025-03-15 16:17,2025-03-15 21:17,AC587,YYZ,Landed,2025-03-15 15:34,49.8751,-97.2396,41,Open,None,Rain,Ready,0.69,2025-03-15 15:48,2025-03-15 16:36
AC478,YWG,YYC,2025-03-15 16:04,2025-03-15 20:27,AC150,YVR,Taxiing,2025-03-15 15:17,49.913,-97.2404,43,Assigned,None,Clear,On Duty,0.64,2025-03-15 15:37,2025-03-15 16:23
AC213,YYZ,YOW,2025-03-15 05:54,2025-03-15 08:03,AC217,YYC,On Time,2025-03-15 05:04,49.2722,-107.0386,47,Open,None,Rain,Ready,0.67,2025-03-15 05:22,2025-03-15 06:06
AC455,YUL,YOW,2025-03-15 15:10,2025-03-15 16:32,AC822,YHZ,On Time,2025-03-15 14:09,44.7539,-66.8467,74,Assigned,Passenger,Overcast,Ready,0.8,2025-03-15 14:45,2025-03-15 15:27
AC113,YWG,YUL,2025-03-15 10:42,2025-03-15 15:42,AC538,YYJ,On Time,2025-03-15 09:44,49.0035,-116.0431,50,Open,None,Rain,Ready,0.75,2025-03-15 10:10,2025-03-15 10:51
AC955,YYZ,YYC,2025-03-15 13:35,2025-03-15 18:35,AC637,YYC,On Time,2025-03-15 12:42,47.2,-97.0067,46,Assigned,None,Rain,On Duty,0.71,2025-03-15 12:58,2025-03-15 13:43
AC827,YHZ,YYC,2025-03-15 18:13,2025-03-15 23:13,AC630,YEG,On Time,2025-03-15 17:14,52.8755,-108.211,72,Unassigned,Passenger,Light Snow,In Transit,0.92,2025-03-15 18:03,2025-03-15 18:43
AC311,YEG,YHZ,2025-03-15 20:42,2025-03-16 01:42,AC298,YVR,Landed,2025-03-15 19:54,53.3485,-113.5936,46,Assigned,None,Rain,Ready,0.67,2025-03-15 20:05,2025-03-15 20:51
AC295,YYC,YQB,2025-03-15 13:52,2025-03-15 18:52,AC693,YYZ,Cancelled,2025-03-15 14:11,43.6777,-79.6248,76,Unassigned,Blizzard,Thunderstorm,Rest Period,0.87,2025-03-15 14:28,2025-03-15 15:15
AC797,YUL,YWG,2025-03-15 09:56,2025-03-15 14:56,AC635,YOW,En Route,2025-03-15 09:54,45.7101,-75.2367,80,Unassigned,Technical,Heavy Snow,Rest Period,0.85,2025-03-15 10:42,2025-03-15 11:29
AC776,YEG,YHZ,2025-03-15 09:17,2025-03-15 14:17,AC151,YYZ,Landed,2025-03-15 08:42,53.3029,-113.5409,41,Open,None,Clear,On Duty,0.64,2025-03-15 08:46,2025-03-15 09:30
AC354,YWG,YHZ,2025-03-15 11:48,2025-03-15 16:48,AC532,YEG,On Time,2025-03-15 11:02,51.5816,-106.7421,45,Assigned,None,Clear,On Duty,0.77,2025-03-15 11:16,2025-03-15 12:00
AC408,YYJ,YOW,2025-03-15 10:04,2025-03-15 15:04,AC187,YYC,Taxiing,2025-03-15 09:22,48.6663,-123.4256,49,Open,None,Overcast,On Duty,0.62,2025-03-15 09:38,2025-03-15 10:28
AC537,YWG,YHZ,2025-03-15 12:00,2025-03-15 17:00,AC530,YYJ,Delayed,2025-03-15 11:31,48.7705,-121.694,122,Maintenance,Crew,Thunderstorm,Delayed,0.94,2025-03-15 12:11,2025-03-15 12:55
AC512,YEG,YUL,2025-03-15 18:46,2025-03-15 23:46,AC573,YYZ,Taxiing,2025-03-15 17:59,53.293,-113.623,38,Open,None,Clear,On Duty,0.81,2025-03-15 18:20,2025-03-15 19:04
AC224,YHZ,YYZ,2025-03-15 17:14,2025-03-15 21:18,AC857,YQB,On Time,2025-03-15 16:34,45.8349,-68.7433,66,Assigned,Passenger,Overcast,In Transit,0.79,2025-03-15 16:55,2025-03-15 17:35
AC217,YQB,YOW,2025-03-15 07:36,2025-03-15 09:39,AC100,YVR,Delayed,2025-03-15 06:09,48.2185,-112.0675,139,Maintenance,Crew,Heavy Snow,Rest Period,0.85,2025-03-15 09:54,2025-03-15 10:40
AC961,YUL,YOW,2025-03-15 19:01,2025-03-15 20:33,AC366,YQB,On Time,2025-03-15 18:53,46.9876,-71.4528,45,Occupied,Passenger,Light Snow,Standby,0.77,2025-03-15 18:50,2025-03-15 19:32
AC587,YYJ,YOW,2025-03-15 09:56,2025-03-15 14:56,AC396,YWG,En Route,2025-03-15 09:14,49.3734,-106.7167,70,Unassigned,Fueling,Gusty Winds,Standby,0.82,2025-03-15 10:01,2025-03-15 10:41
AC111,YVR,YEG,2025-03-15 16:00,2025-03-15 19:15,AC134,YHZ,Taxiing,2025-03-15 15:02,49.1744,-123.1333,49,Assigned,None,Clear,On Duty,0.82,2025-03-15 15:34,2025-03-15 16:19
AC457,YYJ,YOW,2025-03-15 13:45,2025-03-15 18:45,AC499,YQB,En Route,2025-03-15 12:49,47.7757,-90.8523,70,Unassigned,Passenger,Gusty Winds,Standby,0.87,2025-03-15 13:40,2025-03-15 14:26
AC583,YWG,YEG,2025-03-15 17:05,2025-03-15 21:44,AC689,YUL,Taxiing,2025-03-15 16:12,49.8668,-97.2868,47,Assigned,None,Rain,On Duty,0.75,2025-03-15 16:33,2025-03-15 17:15
AC795,YVR,YWG,2025-03-15 17:58,2025-03-15 22:58,AC431,YYJ,Taxiing,2025-03-15 17:03,49.2389,-123.2253,48,Open,None,Rain,On Duty,0.79,2025-03-15 17:25,2025-03-15 18:09
AC881,YVR,YWG,2025-03-15 15:46,2025-03-15 20:46,AC721,YEG,On Time,2025-03-15 15:05,52.8983,-114.3432,41,Open,None,Rain,On Duty,0.69,2025-03-15 15:11,2025-03-15 15:54
AC933,YUL,YEG,2025-03-15 18:28,2025-03-15 23:28,AC928,YQB,On Time,2025-03-15 18:03,46.4617,-71.7688,35,Open,None,Clear,Ready,0.8,2025-03-15 17:48,2025-03-15 18:29
AC294,YYJ,YWG,2025-03-15 19:07,2025-03-16 00:07,AC684,YOW,Taxiing,2025-03-15 18:21,48.6843,-123.4191,47,Open,None,Clear,On Duty,0.71,2025-03-15 18:38,2025-03-15 19:20
AC220,YYC,YVR,2025-03-15 05:52,2025-03-15 08:53,AC336,YYJ,En Route,2025-03-15 05:11,50.2424,-116.2954,83,Maintenance,Technical,Thunderstorm,Rest Period,0.96,2025-03-15 07:21,2025-03-15 08:09
AC419,YYJ,YQB,2025-03-15 05:58,2025-03-15 10:58,AC733,YEG,On Time,2025-03-15 05:16,52.0277,-115.2687,55,Occupied,Catering,Gusty Winds,Ready,0.76,2025-03-15 06:01,2025-03-15 06:41
AC875,YYJ,YHZ,2025-03-15 13:25,2025-03-15 18:25,AC341,YYZ,Taxiing,2025-03-15 12:36,48.6916,-123.4489,50,Open,None,Overcast,Ready,0.82,2025-03-15 12:46,2025-03-15 13:26
AC330,YWG,YYJ,2025-03-15 13:09,2025-03-15 18:09,AC541,YHZ,On Time,2025-03-15 12:25,45.8222,-72.5611,35,Open,None,Clear,On Duty,0.77,2025-03-15 12:29,2025-03-15 13:11
AC241,YEG,YYJ,2025-03-15 07:00,2025-03-15 10:28,AC548,YVR,On Time,2025-03-15 06:29,49.7625,-122.3408,52,Unassigned,Late Inbound,Gusty Winds,Standby,0.91,2025-03-15 07:03,2025-03-15 07:51
AC932,YYZ,YOW,2025-03-15 05:58,2025-03-15 07:43,AC178,YVR,Delayed,2025-03-15 05:25,46.0722,-101.547,52,Assigned,Fueling,Gusty Winds,Ready,0.86,2025-03-15 05:38,2025-03-15 06:28
AC356,YVR,YQB,2025-03-15 13:26,2025-03-15 18:26,AC310,YQB,Taxiing,2025-03-15 12:39,49.2336,-123.2071,44,Assigned,None,Rain,On Duty,0.84,2025-03-15 12:57,2025-03-15 13:41
AC206,YYJ,YQB,2025-03-15 20:22,2025-03-16 01:22,AC454,YYZ,Taxiing,2025-03-15 19:38,48.6274,-123.4207,42,Open,None,Clear,Ready,0.81,2025-03-15 19:57,2025-03-15 20:38
AC340,YUL,YYZ,2025-03-15 18:02,2025-03-15 20:19,AC765,YYJ,On Time,2025-03-15 17:23,46.9177,-103.0976,44,Open,None,Overcast,On Duty,0.75,2025-03-15 17:22,2025-03-15 18:11
AC493,YYZ,YEG,2025-03-15 08:49,2025-03-15 13:49,AC145,YYJ,Landed,2025-03-15 08:06,43.7214,-79.5838,46,Open,None,Rain,On Duty,0.61,2025-03-15 08:14,2025-03-15 08:59
AC875,YYC,YOW,2025-03-15 17:23,2025-03-15 22:23,AC449,YYZ,En Route,2025-03-15 17:06,49.8714,-106.2134,111,Occupied,Weather,Heavy Snow,In Transit,0.91,2025-03-15 19:19,2025-03-15 20:08
AC266,YYJ,YYC,2025-03-15 17:43,2025-03-15 20:58,AC578,YEG,Delayed,2025-03-15 16:32,52.4174,-115.1284,112,Unassigned,Technical,Heavy Snow,Delayed,0.97,2025-03-15 18:21,2025-03-15 19:06
AC227,YYC,YYZ,2025-03-15 16:16,2025-03-15 21:16,AC682,YHZ,Landed,2025-03-15 15:44,51.1781,-114.0126,36,Assigned,None,Clear,On Duty,0.6,2025-03-15 15:41,2025-03-15 16:29
AC383,YYZ,YVR,2025-03-15 06:05,2025-03-15 11:05,AC421,YQB,On Time,2025-03-15 05:23,46.6804,-72.4483,40,Assigned,None,Overcast,Ready,0.66,2025-03-15 05:33,2025-03-15 06:14
AC981,YUL,YYJ,2025-03-15 10:24,2025-03-15 15:24,AC693,YYJ,On Time,2025-03-15 09:29,47.3384,-102.7798,72,Assigned,Fueling,Gusty Winds,In Transit,0.87,2025-03-15 10:21,2025-03-15 11:04
AC554,YVR,YYJ,2025-03-15 06:19,2025-03-15 07:23,AC623,YUL,On Time,2025-03-15 05:39,46.7454,-95.5657,48,Assigned,None,Rain,On Duty,0.62,2025-03-15 05:49,2025-03-15 06:34
AC581,YEG,YHZ,2025-03-15 05:31,2025-03-15 10:31,AC736,YYC,Landed,2025-03-15 04:49,53.3405,-113.5816,41,Open,None,Rain,Ready,0.63,2025-03-15 04:52,2025-03-15 05:40
AC487,YHZ,YOW,2025-03-15 17:23,2025-03-15 20:43,AC772,YYZ,Cancelled,2025-03-15 15:50,43.6777,-79.6248,142,Maintenance,Blizzard,Fog,In Transit,0.96,2025-03-15 17:48,2025-03-15 18:28
AC551,YYJ,YQB,2025-03-15 08:19,2025-03-15 13:19,AC375,YHZ,On Time,2025-03-15 08:03,45.9051,-86.1823,55,Assigned,Fueling,Fog,Standby,0.79,2025-03-15 08:03,2025-03-15 08:49
AC617,YHZ,YYJ,2025-03-15 16:09,2025-03-15 21:09,AC470,YVR,Taxiing,2025-03-15 15:31,44.9084,-63.5178,42,Assigned,None,Clear,Ready,0.83,2025-03-15 15:36,2025-03-15 16:25
AC914,YQB,YYC,2025-03-15 10:21,2025-03-15 15:21,AC449,YYC,En Route,2025-03-15 09:53,48.0576,-80.6173,51,Occupied,Late Inbound,Overcast,Ready,0.9,2025-03-15 10:09,2025-03-15 10:50
AC860,YYJ,YWG,2025-03-15 19:50,2025-03-16 00:50,AC229,YVR,Delayed,2025-03-15 19:08,49.0124,-123.6015,74,Assigned,ATC,Fog,Ready,0.9,2025-03-15 19:25,2025-03-15 20:13
AC444,YYC,YVR,2025-03-15 15:23,2025-03-15 18:24,AC705,YEG,On Time,2025-03-15 14:27,52.9717,-114.01,48,Assigned,None,Overcast,On Duty,0.76,2025-03-15 14:44,2025-03-15 15:26
AC185,YQB,YYJ,2025-03-15 15:07,2025-03-15 20:07,AC107,YUL,Cancelled,2025-03-15 14:45,45.4706,-73.7408,110,Unassigned,De-icing,Blizzard,In Transit,0.96,2025-03-15 17:08,2025-03-15 17:49
AC149,YWG,YHZ,2025-03-15 14:53,2025-03-15 19:53,AC637,YQB,Landed,2025-03-15 14:17,49.9414,-97.2163,36,Assigned,None,Overcast,Ready,0.84,2025-03-15 14:22,2025-03-15 15:05
AC201,YYC,YHZ,2025-03-15 07:49,2025-03-15 12:49,AC391,YEG,Delayed,2025-03-15 07:21,52.4863,-113.3697,53,Unassigned,Late Inbound,Fog,Standby,0.91,2025-03-15 07:32,2025-03-15 08:22
AC665,YVR,YOW,2025-03-15 07:52,2025-03-15 12:52,AC872,YQB,Taxiing,2025-03-15 07:24,49.1837,-123.2033,35,Open,None,Clear,On Duty,0.81,2025-03-15 07:13,2025-03-15 08:02
AC229,YWG,YYJ,2025-03-15 20:40,2025-03-16 01:40,AC402,YYJ,On Time,2025-03-15 20:07,48.5118,-121.4659,72,Assigned,Catering,Overcast,Standby,0.79,2025-03-15 20:37,2025-03-15 21:22
AC434,YOW,YVR,2025-03-15 10:43,2025-03-15 15:43,AC619,YUL,Cancelled,2025-03-15 09:11,45.4706,-73.7408,141,Occupied,Technical,Heavy Snow,Rest Period,0.87,2025-03-15 12:59,2025-03-15 13:44
AC749,YYJ,YYZ,2025-03-15 07:20,2025-03-15 12:20,AC351,YYZ,Landed,2025-03-15 06:36,48.6703,-123.4477,40,Assigned,None,Overcast,Ready,0.72,2025-03-15 06:47,2025-03-15 07:30
AC977,YVR,YYJ,2025-03-15 12:24,2025-03-15 13:24,AC103,YYC,Delayed,2025-03-15 11:49,50.8475,-115.6167,64,Assigned,Late Inbound,Light Snow,Standby,0.87,2025-03-15 12:16,2025-03-15 13:03
AC960,YUL,YYC,2025-03-15 09:59,2025-03-15 14:59,AC996,YYC,Delayed,2025-03-15 09:46,50.9747,-109.2056,48,Occupied,Catering,Gusty Winds,Ready,0.83,2025-03-15 09:49,2025-03-15 10:33
AC353,YWG,YHZ,2025-03-15 08:00,2025-03-15 13:00,AC218,YEG,Delayed,2025-03-15 07:01,52.3902,-109.8506,72,Unassigned,Catering,Fog,Standby,0.89,2025-03-15 07:56,2025-03-15 08:40
AC162,YOW,YEG,2025-03-15 10:30,2025-03-15 15:30,AC890,YQB,Taxiing,2025-03-15 09:57,45.2993,-75.6464,36,Assigned,None,Overcast,On Duty,0.7,2025-03-15 10:00,2025-03-15 10:45
AC558,YYZ,YYC,2025-03-15 14:46,2025-03-15 19:46,AC326,YWG,En Route,2025-03-15 14:17,44.3041,-82.8696,45,Occupied,ATC,Gusty Winds,In Transit,0.85,2025-03-15 14:38,2025-03-15 15:23
AC770,YYJ,YVR,2025-03-15 08:35,2025-03-15 09:43,AC631,YYZ,En Route,2025-03-15 07:33,45.7901,-100.5179,122,Occupied,De-icing,Blizzard,Rest Period,0.97,2025-03-15 09:30,2025-03-15 10:10
AC204,YYZ,YYJ,2025-03-15 18:30,2025-03-15 23:30,AC507,YQB,On Time,2025-03-15 17:47,46.9884,-71.2193,42,Assigned,None,Clear,Ready,0.76,2025-03-15 17:55,2025-03-15 18:41
AC982,YUL,YYC,2025-03-15 06:15,2025-03-15 11:15,AC178,YVR,On Time,2025-03-15 05:47,47.7216,-107.993,62,Occupied,Catering,Light Snow,In Transit,0.88,2025-03-15 06:12,2025-03-15 06:58
AC903,YQB,YYC,2025-03-15 13:44,2025-03-15 18:44,AC535,YHZ,On Time,2025-03-15 12:52,45.17,-65.271,50,Assigned,None,Clear,Ready,0.67,2025-03-15 13:13,2025-03-15 13:59
AC819,YWG,YYC,2025-03-15 09:10,2025-03-15 13:33,AC618,YQB,En Route,2025-03-15 08:58,48.1405,-84.926,45,Unassigned,Fueling,Light Snow,Standby,0.79,2025-03-15 09:00,2025-03-15 09:49
AC247,YYC,YHZ,2025-03-15 14:34,2025-03-15 19:34,AC197,YVR,On Time,2025-03-15 13:52,50.0427,-120.5209,50,Open,None,Clear,Ready,0.7,2025-03-15 14:09,2025-03-15 14:49
AC418,YYC,YEG,2025-03-15 07:34,2025-03-15 08:51,AC954,YEG,Cancelled,2025-03-15 06:29,53.3097,-113.5827,105,Unassigned,Crew,Fog,In Transit,0.92,2025-03-15 09:23,2025-03-15 10:08
AC668,YWG,YYJ,2025-03-15 12:15,2025-03-15 17:15,AC207,YVR,En Route,2025-03-15 11:17,49.331,-101.6076,72,Assigned,Late Inbound,Light Snow,In Transit,0.78,2025-03-15 12:02,2025-03-15 12:44
AC243,YYJ,YWG,2025-03-15 11:48,2025-03-15 16:48,AC528,YQB,Delayed,2025-03-15 11:08,47.036,-88.2864,63,Unassigned,Fueling,Gusty Winds,Ready,0.9,2025-03-15 11:26,2025-03-15 12:09
AC719,YHZ,YYJ,2025-03-15 12:53,2025-03-15 17:53,AC583,YYC,Cancelled,2025-03-15 12:20,51.1315,-114.0106,94,Occupied,De-icing,Heavy Snow,Rest Period,0.91,2025-03-15 13:32,2025-03-15 14:19
AC818,YYZ,YYC,2025-03-15 16:50,2025-03-15 21:50,AC304,YYC,Taxiing,2025-03-15 16:13,43.6627,-79.6189,37,Open,None,Clear,On Duty,0.75,2025-03-15 16:24,2025-03-15 17:07
AC381,YYZ,YOW,2025-03-15 20:33,2025-03-15 22:41,AC940,YHZ,Landed,2025-03-15 19:55,43.638,-79.6532,39,Assigned,None,Overcast,Ready,0.62,2025-03-15 20:02,2025-03-15 20:44
AC916,YVR,YUL,2025-03-15 16:00,2025-03-15 21:00,AC701,YQB,Landed,2025-03-15 15:33,49.225,-123.1326,35,Assigned,None,Rain,On Duty,0.65,2025-03-15 15:30,2025-03-15 16:11
AC246,YQB,YUL,2025-03-15 19:55,2025-03-15 21:17,AC586,YUL,Cancelled,2025-03-15 18:45,45.4706,-73.7408,116,Maintenance,Blizzard,Fog,Rest Period,0.95,2025-03-15 20:19,2025-03-15 21:03
AC673,YVR,YOW,2025-03-15 18:12,2025-03-15 23:12,AC486,YWG,On Time,2025-03-15 17:29,50.065,-107.7182,64,Unassigned,Passenger,Gusty Winds,Ready,0.76,2025-03-15 18:02,2025-03-15 18:46
AC552,YEG,YYJ,2025-03-15 18:27,2025-03-15 21:35,AC811,YYJ,En Route,2025-03-15 18:04,51.8683,-116.3763,134,Unassigned,Technical,Blizzard,Delayed,0.98,2025-03-15 19:02,2025-03-15 19:51
AC483,YOW,YEG,2025-03-15 05:10,2025-03-15 10:10,AC865,YUL,Delayed,2025-03-15 04:40,45.4056,-75.1108,56,Assigned,ATC,Gusty Winds,Standby,0.77,2025-03-15 04:56,2025-03-15 05:40
AC507,YYC,YWG,2025-03-15 17:01,2025-03-15 21:20,AC812,YYZ,Landed,2025-03-15 16:20,51.1305,-114.0133,49,Open,None,Rain,On Duty,0.85,2025-03-15 16:22,2025-03-15 17:12
AC478,YVR,YYZ,2025-03-15 20:15,2025-03-16 01:15,AC727,YYZ,Delayed,2025-03-15 19:49,44.9027,-86.6909,82,Maintenance,De-icing,Heavy Snow,Delayed,0.92,2025-03-15 21:05,2025-03-15 21:48
AC957,YYZ,YHZ,2025-03-15 07:53,2025-03-15 12:24,AC826,YEG,On Time,2025-03-15 07:22,49.6554,-102.5525,71,Unassigned,Passenger,Light Snow,Ready,0.82,2025-03-15 07:51,2025-03-15 08:39
AC276,YYC,YVR,2025-03-15 09:42,2025-03-15 12:43,AC145,YYJ,On Time,2025-03-15 08:59,49.1393,-121.6223,38,Open,None,Overcast,On Duty,0.74,2025-03-15 09:15,2025-03-15 10:04
AC192,YVR,YQB,2025-03-15 06:28,2025-03-15 11:28,AC847,YOW,Cancelled,2025-03-15 05:43,45.3225,-75.6692,106,Maintenance,Crew,Thunderstorm,Rest Period,0.86,2025-03-15 06:38,2025-03-15 07:22
AC417,YOW,YUL,2025-03-15 17:02,2025-03-15 18:24,AC488,YYZ,Delayed,2025-03-15 16:10,44.0815,-78.0823,109,Occupied,Technical,Fog,Delayed,0.98,2025-03-15 18:18,2025-03-15 19:05
AC692,YWG,YHZ,2025-03-15 18:10,2025-03-15 23:10,AC457,YHZ,Taxiing,2025-03-15 17:39,49.9594,-97.2464,41,Open,None,Clear,On Duty,0.64,2025-03-15 17:44,2025-03-15 18:34
AC450,YYC,YOW,2025-03-15 19:09,2025-03-16 00:09,AC664,YQB,Cancelled,2025-03-15 19:25,46.7911,-71.3933,89,Maintenance,Technical,Blizzard,Rest Period,0.89,2025-03-15 19:37,2025-03-15 20:25
AC243,YUL,YWG,2025-03-15 10:30,2025-03-15 15:30,AC700,YYJ,On Time,2025-03-15 10:05,46.7742,-101.9082,56,Occupied,ATC,Gusty Winds,Ready,0.77,2025-03-15 10:17,2025-03-15 11:02
AC466,YVR,YUL,2025-03-15 12:58,2025-03-15 17:58,AC266,YHZ,On Time,2025-03-15 12:12,46.4333,-88.5219,50,Assigned,None,Rain,On Duty,0.78,2025-03-15 12:18,2025-03-15 13:03
AC141,YEG,YYC,2025-03-15 20:57,2025-03-15 22:41,AC881,YOW,On Time,2025-03-15 20:19,45.7876,-78.7265,61,Unassigned,Fueling,Overcast,Ready,0.75,2025-03-15 20:35,2025-03-15 21:23
AC233,YQB,YUL,2025-03-15 05:55,2025-03-15 07:19,AC907,YHZ,Landed,2025-03-15 05:17,46.7611,-71.4261,39,Assigned,None,Overcast,Ready,0.72,2025-03-15 05:19,2025-03-15 06:03
AC547,YOW,YQB,2025-03-15 09:10,2025-03-15 10:58,AC841,YVR,Taxiing,2025-03-15 08:13,45.3424,-75.6279,47,Assigned,None,Clear,On Duty,0.62,2025-03-15 08:41,2025-03-15 09:31
AC881,YWG,YOW,2025-03-15 07:11,2025-03-15 12:11,AC496,YVR,On Time,2025-03-15 06:34,49.4903,-118.2121,37,Assigned,None,Rain,On Duty,0.75,2025-03-15 06:43,2025-03-15 07:23
AC886,YQB,YUL,2025-03-15 11:10,2025-03-15 12:42,AC477,YOW,Taxiing,2025-03-15 10:38,46.7455,-71.4131,41,Assigned,None,Clear,Ready,0.63,2025-03-15 10:30,2025-03-15 11:11
AC254,YUL,YEG,2025-03-15 11:36,2025-03-15 16:36,AC418,YHZ,Landed,2025-03-15 10:56,45.4671,-73.7825,38,Assigned,None,Clear,Ready,0.7,2025-03-15 10:57,2025-03-15 11:47
AC264,YEG,YYZ,2025-03-15 14:48,2025-03-15 19:48,AC231,YHZ,Cancelled,2025-03-15 13:41,44.8808,-63.5086,108,Unassigned,De-icing,Fog,Delayed,0.9,2025-03-15 16:49,2025-03-15 17:39
AC481,YWG,YYJ,2025-03-15 10:43,2025-03-15 15:43,AC829,YYJ,Taxiing,2025-03-15 09:59,49.875,-97.2561,37,Open,None,Overcast,On Duty,0.82,2025-03-15 10:14,2025-03-15 11:03
AC545,YYJ,YWG,2025-03-15 09:48,2025-03-15 14:48,AC575,YYZ,On Time,2025-03-15 09:07,45.6216,-94.8841,45,Assigned,None,Clear,On Duty,0.66,2025-03-15 09:23,2025-03-15 10:07
AC117,YHZ,YEG,2025-03-15 10:04,2025-03-15 15:04,AC432,YYJ,On Time,2025-03-15 09:28,47.2656,-107.7539,37,Open,None,Rain,On Duty,0.66,2025-03-15 09:27,2025-03-15 10:14
AC569,YYC,YHZ,2025-03-15 20:25,2025-03-16 01:25,AC945,YOW,On Time,2025-03-15 20:05,46.2256,-78.3447,46,Occupied,Catering,Light Snow,In Transit,0.81,2025-03-15 20:26,2025-03-15 21:07
AC752,YVR,YHZ,2025-03-15 11:50,2025-03-15 16:50,AC532,YHZ,On Time,2025-03-15 11:17,47.1434,-93.1543,43,Open,None,Overcast,Ready,0.8,2025-03-15 11:18,2025-03-15 12:01
AC687,YYZ,YHZ,2025-03-15 17:58,2025-03-15 22:30,AC320,YYJ,Delayed,2025-03-15 17:27,47.3376,-114.91,64,Occupied,Late Inbound,Gusty Winds,Ready,0.86,2025-03-15 17:41,2025-03-15 18:21
AC772,YYZ,YEG,2025-03-15 09:33,2025-03-15 14:33,AC381,YOW,On Time,2025-03-15 09:08,45.2521,-75.8782,55,Unassigned,ATC,Fog,In Transit,0.75,2025-03-15 09:33,2025-03-15 10:22
AC750,YQB,YEG,2025-03-15 11:38,2025-03-15 16:38,AC654,YHZ,En Route,2025-03-15 10:43,45.8729,-66.6145,138,Unassigned,Technical,Thunderstorm,Rest Period,0.87,2025-03-15 11:46,2025-03-15 12:30
AC746,YQB,YVR,2025-03-15 10:53,2025-03-15 15:53,AC674,YWG,En Route,2025-03-15 10:20,49.0485,-89.3988,59,Unassigned,Fueling,Gusty Winds,Standby,0.83,2025-03-15 10:51,2025-03-15 11:36
AC869,YEG,YYZ,2025-03-15 17:41,2025-03-15 22:41,AC669,YYC,En Route,2025-03-15 17:32,51.6194,-113.3673,48,Occupied,Late Inbound,Overcast,Ready,0.91,2025-03-15 17:28,2025-03-15 18:17
AC663,YUL,YEG,2025-03-15 17:49,2025-03-15 22:49,AC460,YWG,Landed,2025-03-15 17:04,45.4708,-73.7375,45,Assigned,None,Rain,Ready,0.77,2025-03-15 17:17,2025-03-15 18:00
AC393,YWG,YQB,2025-03-15 20:46,2025-03-16 01:46,AC260,YYJ,Delayed,2025-03-15 20:35,49.0421,-117.9325,87,Maintenance,Blizzard,Thunderstorm,Rest Period,0.95,2025-03-15 22:33,2025-03-15 23:19
AC241,YYZ,YOW,2025-03-15 15:13,2025-03-15 17:12,AC182,YQB,Taxiing,2025-03-15 14:13,43.6961,-79.5796,50,Assigned,None,Rain,Ready,0.64,2025-03-15 14:46,2025-03-15 15:26
AC623,YEG,YYJ,2025-03-15 20:35,2025-03-15 23:40,AC970,YOW,Cancelled,2025-03-15 20:22,45.3225,-75.6692,83,Maintenance,De-icing,Blizzard,Rest Period,0.87,2025-03-15 22:14,2025-03-15 22:54
AC350,YWG,YQB,2025-03-15 18:35,2025-03-15 23:35,AC347,YYJ,Landed,2025-03-15 18:07,49.8607,-97.2866,37,Assigned,None,Clear,Ready,0.72,2025-03-15 17:58,2025-03-15 18:48
AC982,YYJ,YWG,2025-03-15 18:21,2025-03-15 23:21,AC172,YEG,Delayed,2025-03-15 17:45,53.482,-113.5486,68,Occupied,ATC,Light Snow,Standby,0.83,2025-03-15 18:24,2025-03-15 19:04
AC538,YYJ,YWG,2025-03-15 07:29,2025-03-15 12:29,AC206,YVR,Landed,2025-03-15 06:42,48.6765,-123.455,42,Assigned,None,Overcast,On Duty,0.64,2025-03-15 06:52,2025-03-15 07:33
AC826,YVR,YWG,2025-03-15 09:10,2025-03-15 14:10,AC870,YYJ,Landed,2025-03-15 08:26,49.2061,-123.1554,43,Assigned,None,Overcast,On Duty,0.77,2025-03-15 08:40,2025-03-15 09:22
AC479,YYZ,YOW,2025-03-15 09:58,2025-03-15 11:48,AC830,YEG,On Time,2025-03-15 09:32,52.8711,-111.3319,54,Occupied,Fueling,Overcast,Ready,0.82,2025-03-15 09:38,2025-03-15 10:27
